"","Country","Cowcode","Year","Independent.Country","EthFrac"
"58","United States of America",2,2002,1,0.454711498556218
"59","United States of America",2,2003,1,0.461084833994187
"60","United States of America",2,2004,1,0.467512126849651
"61","United States of America",2,2005,1,0.473989465813065
"62","United States of America",2,2006,1,0.480511890788736
"63","United States of America",2,2007,1,0.487074686628692
"64","United States of America",2,2008,1,0.493672668959241
"65","United States of America",2,2009,1,0.500300610535764
"66","United States of America",2,2010,1,0.506952545098441
"67","United States of America",2,2011,1,0.513622666651409
"68","United States of America",2,2012,1,0.520304678817195
"69","United States of America",2,2013,1,0.526992442570694
"70","Canada",20,1945,1,0.658814581827766
"71","Canada",20,1946,1,0.660701412994883
"72","Canada",20,1947,1,0.662534032441725
"73","Canada",20,1948,1,0.664313537197073
"74","Canada",20,1949,1,0.666040945709263
"75","Canada",20,1950,1,0.667717379765826
"76","Canada",20,1951,1,0.669343858870925
"77","Canada",20,1952,1,0.670921686205828
"78","Canada",20,1953,1,0.672451724481474
"79","Canada",20,1954,1,0.673935079662787
"80","Canada",20,1955,1,0.675372976988057
"81","Canada",20,1956,1,0.676766384182732
"82","Canada",20,1957,1,0.678116525589499
"83","Canada",20,1958,1,0.679424410597995
"84","Canada",20,1959,1,0.680691390048329
"85","Canada",20,1960,1,0.681918350643566
"86","Canada",20,1961,1,0.68310653881651
"87","Canada",20,1962,1,0.684257133199365
"88","Canada",20,1963,1,0.685371246831651
"89","Canada",20,1964,1,0.686450213502313
"90","Canada",20,1965,1,0.687495157885539
"91","Canada",20,1966,1,0.688507287498159
"92","Canada",20,1967,1,0.689487864464879
"93","Canada",20,1968,1,0.690438143379128
"94","Canada",20,1969,1,0.691359478253243
"95","Canada",20,1970,1,0.692253123562418
"96","Canada",20,1971,1,0.693120411273765
"97","Canada",20,1972,1,0.693962705603281
"98","Canada",20,1973,1,0.694781411967234
"99","Canada",20,1974,1,0.695578026334387
"100","Canada",20,1975,1,0.696354020448084
"101","Canada",20,1976,1,0.697110781399266
"102","Canada",20,1977,1,0.697849937564845
"103","Canada",20,1978,1,0.698573133804809
"104","Canada",20,1979,1,0.699281902759243
"105","Canada",20,1980,1,0.69997790720245
"106","Canada",20,1981,1,0.700662951176479
"107","Canada",20,1982,1,0.701338791743468
"108","Canada",20,1983,1,0.702007203186263
"109","Canada",20,1984,1,0.702670186512394
"110","Canada",20,1985,1,0.703329703384765
"111","Canada",20,1986,1,0.703987622190483
"112","Canada",20,1987,1,0.704646108568068
"113","Canada",20,1988,1,0.705307282737469
"114","Canada",20,1989,1,0.705973328741081
"115","Canada",20,1990,1,0.706646525832913
"116","Canada",20,1991,1,0.707329195168015
"117","Canada",20,1992,1,0.708023786106583
"118","Canada",20,1993,1,0.708732482182894
"119","Canada",20,1994,1,0.709458110029245
"120","Canada",20,1995,1,0.71020305437066
"121","Canada",20,1996,1,0.710969893728388
"122","Canada",20,1997,1,0.711761111126776
"123","Canada",20,1998,1,0.712579496025936
"124","Canada",20,1999,1,0.713427597281698
"125","Canada",20,2000,1,0.714307894510735
"126","Canada",20,2001,1,0.715223022908014
"127","Canada",20,2002,1,0.716175216296708
"128","Canada",20,2003,1,0.717166801002149
"129","Canada",20,2004,1,0.718199955184296
"130","Canada",20,2005,1,0.719276350167537
"131","Canada",20,2006,1,0.720397571698931
"132","Canada",20,2007,1,0.721564604143045
"133","Canada",20,2008,1,0.722778054214668
"134","Canada",20,2009,1,0.724037885874843
"135","Canada",20,2010,1,0.725343010100841
"136","Canada",20,2011,1,0.726691739156192
"137","Canada",20,2012,1,0.728081101459849
"138","Canada",20,2013,1,0.729506339874792
"139","Cuba",40,1945,1,0.447652433362816
"140","Cuba",40,1946,1,0.44783288509841
"141","Cuba",40,1947,1,0.448015506973718
"142","Cuba",40,1948,1,0.448200152674996
"143","Cuba",40,1949,1,0.448386812378787
"144","Cuba",40,1950,1,0.44857548949258
"145","Cuba",40,1951,1,0.448766180912458
"146","Cuba",40,1952,1,0.448959019455438
"147","Cuba",40,1953,1,0.449153865649337
"148","Cuba",40,1954,1,0.449350883562354
"149","Cuba",40,1955,1,0.449550045382382
"150","Cuba",40,1956,1,0.449751165755175
"151","Cuba",40,1957,1,0.449954422983482
"152","Cuba",40,1958,1,0.450159813551903
"153","Cuba",40,1959,1,0.450367358090072
"154","Cuba",40,1960,1,0.450576965059309
"155","Cuba",40,1961,1,0.450788718435522
"156","Cuba",40,1962,1,0.451002558479778
"157","Cuba",40,1963,1,0.451218680003584
"158","Cuba",40,1964,1,0.451436761810427
"159","Cuba",40,1965,1,0.45165717982873
"160","Cuba",40,1966,1,0.451879716513602
"161","Cuba",40,1967,1,0.452104352318774
"162","Cuba",40,1968,1,0.452331193460718
"163","Cuba",40,1969,1,0.45256025955906
"164","Cuba",40,1970,1,0.452791546179873
"165","Cuba",40,1971,1,0.453751435577971
"166","Cuba",40,1972,1,0.455313791254267
"167","Cuba",40,1973,1,0.45687378157971
"168","Cuba",40,1974,1,0.458431454293092
"169","Cuba",40,1975,1,0.459986654125796
"170","Cuba",40,1976,1,0.461539306893254
"171","Cuba",40,1977,1,0.463089550810964
"172","Cuba",40,1978,1,0.464637399163224
"173","Cuba",40,1979,1,0.466182493158316
"174","Cuba",40,1980,1,0.467725031455637
"175","Cuba",40,1981,1,0.469265051627128
"176","Cuba",40,1982,1,0.470802449413656
"177","Cuba",40,1983,1,0.472337000585099
"178","Cuba",40,1984,1,0.473869059041333
"179","Cuba",40,1985,1,0.475398226486149
"180","Cuba",40,1986,1,0.476924665654272
"181","Cuba",40,1987,1,0.478448366075604
"182","Cuba",40,1988,1,0.479969022126313
"183","Cuba",40,1989,1,0.481487016398135
"184","Cuba",40,1990,1,0.483001935418815
"185","Cuba",40,1991,1,0.484514155960391
"186","Cuba",40,1992,1,0.48602324493718
"187","Cuba",40,1993,1,0.487529316420046
"188","Cuba",40,1994,1,0.48903238321427
"189","Cuba",40,1995,1,0.490532410115041
"190","Cuba",40,1996,1,0.492029500909964
"191","Cuba",40,1997,1,0.493523234034367
"192","Cuba",40,1998,1,0.495013979952868
"193","Cuba",40,1999,1,0.496501353275052
"194","Cuba",40,2000,1,0.497985709873583
"195","Cuba",40,2001,1,0.499466682603658
"196","Cuba",40,2002,1,0.500944402402911
"197","Cuba",40,2003,1,0.502418998403895
"198","Cuba",40,2004,1,0.503889915117451
"199","Cuba",40,2005,1,0.505357764623935
"200","Cuba",40,2006,1,0.506821938588162
"201","Cuba",40,2007,1,0.508282877903092
"202","Cuba",40,2008,1,0.509740254421683
"203","Cuba",40,2009,1,0.511194177469261
"204","Cuba",40,2010,1,0.512644681829191
"205","Cuba",40,2011,1,0.514091413972866
"206","Cuba",40,2012,1,0.515534713973937
"207","Cuba",40,2013,1,0.516974220260353
"208","Haiti",41,1945,1,0.108944500114512
"209","Haiti",41,1946,1,0.108879751120567
"210","Haiti",41,1947,1,0.10881536906552
"211","Haiti",41,1948,1,0.108750977084003
"212","Haiti",41,1949,1,0.10868657518476
"213","Haiti",41,1950,1,0.108622350697341
"214","Haiti",41,1951,1,0.108557927844914
"215","Haiti",41,1952,1,0.108493684741595
"216","Haiti",41,1953,1,0.108429807609968
"217","Haiti",41,1954,1,0.108365543644211
"218","Haiti",41,1955,1,0.108301645699378
"219","Haiti",41,1956,1,0.108237737944137
"220","Haiti",41,1957,1,0.108174010058868
"221","Haiti",41,1958,1,0.108110271246616
"222","Haiti",41,1959,1,0.108046521518184
"223","Haiti",41,1960,1,0.10798295172093
"224","Haiti",41,1961,1,0.107919371040568
"225","Haiti",41,1962,1,0.107855968047912
"226","Haiti",41,1963,1,0.107792556494559
"227","Haiti",41,1964,1,0.107729135244392
"228","Haiti",41,1965,1,0.10766589174565
"229","Haiti",41,1966,1,0.107602639724111
"230","Haiti",41,1967,1,0.10753956550112
"231","Haiti",41,1968,1,0.107476480505856
"232","Haiti",41,1969,1,0.107413576775986
"233","Haiti",41,1970,1,0.107350472549756
"234","Haiti",41,1971,1,0.10728773596638
"235","Haiti",41,1972,1,0.107224801183098
"236","Haiti",41,1973,1,0.10716223410222
"237","Haiti",41,1974,1,0.107099467702969
"238","Haiti",41,1975,1,0.107037070201681
"239","Haiti",41,1976,1,0.106974473400384
"240","Haiti",41,1977,1,0.106912243288181
"241","Haiti",41,1978,1,0.106849816162388
"242","Haiti",41,1979,1,0.106787568237514
"243","Haiti",41,1980,1,0.106725308592967
"244","Haiti",41,1981,1,0.10666323045815
"245","Haiti",41,1982,1,0.106601140637314
"246","Haiti",41,1983,1,0.1065388526927
"247","Haiti",41,1984,1,0.106476932758587
"248","Haiti",41,1985,1,0.106415193290405
"249","Haiti",41,1986,1,0.106353253475098
"250","Haiti",41,1987,1,0.106291682892898
"251","Haiti",41,1988,1,0.106229911984457
"252","Haiti",41,1989,1,0.106168321617119
"253","Haiti",41,1990,1,0.106106909569416
"254","Haiti",41,1991,1,0.106045299467597
"255","Haiti",41,1992,1,0.105984058735604
"256","Haiti",41,1993,1,0.105922617720331
"257","Haiti",41,1994,1,0.105861357347958
"258","Haiti",41,1995,1,0.105800275403762
"259","Haiti",41,1996,1,0.105739184240114
"260","Haiti",41,1997,1,0.10567827267088
"261","Haiti",41,1998,1,0.105617351912435
"262","Haiti",41,1999,1,0.105556420854948
"263","Haiti",41,2000,1,0.105495480626084
"264","Haiti",41,2001,1,0.105434908900099
"265","Haiti",41,2002,1,0.105374326930501
"266","Haiti",41,2003,1,0.105313735842867
"267","Haiti",41,2004,1,0.105253135645381
"268","Haiti",41,2005,1,0.105192715206488
"269","Haiti",41,2006,1,0.105132284574407
"270","Haiti",41,2007,1,0.105072033745797
"271","Haiti",41,2008,1,0.1050115849879
"272","Haiti",41,2009,1,0.104951503839479
"273","Haiti",41,2010,1,0.104891602567702
"274","Haiti",41,2011,1,0.104831503399138
"275","Haiti",41,2012,1,0.104771395229282
"276","Haiti",41,2013,1,0.104711654786465
"277","Dominican Republic",42,1945,1,0.39248987741946
"278","Dominican Republic",42,1946,1,0.393342273519317
"279","Dominican Republic",42,1947,1,0.394196093680252
"280","Dominican Republic",42,1948,1,0.39505112001816
"281","Dominican Republic",42,1949,1,0.395907388696082
"282","Dominican Republic",42,1950,1,0.39676471124727
"283","Dominican Republic",42,1951,1,0.397623195990391
"284","Dominican Republic",42,1952,1,0.398483042062681
"285","Dominican Republic",42,1953,1,0.399343901949068
"286","Dominican Republic",42,1954,1,0.400205887159438
"287","Dominican Republic",42,1955,1,0.401069190760504
"288","Dominican Republic",42,1956,1,0.401933473631342
"289","Dominican Republic",42,1957,1,0.40279898294179
"290","Dominican Republic",42,1958,1,0.40366564479072
"291","Dominican Republic",42,1959,1,0.40453352914517
"292","Dominican Republic",42,1960,1,0.40540244315522
"293","Dominican Republic",42,1961,1,0.40627244440134
"294","Dominican Republic",42,1962,1,0.40714365933695
"295","Dominican Republic",42,1963,1,0.40801588589695
"296","Dominican Republic",42,1964,1,0.40888909070133
"297","Dominican Republic",42,1965,1,0.40976364004314
"298","Dominican Republic",42,1966,1,0.41063917146482
"299","Dominican Republic",42,1967,1,0.41151581147512
"300","Dominican Republic",42,1968,1,0.41239345850195
"301","Dominican Republic",42,1969,1,0.41327216690381
"302","Dominican Republic",42,1970,1,0.41415177442685
"303","Dominican Republic",42,1971,1,0.41503262563275
"304","Dominican Republic",42,1972,1,0.41591451836787
"305","Dominican Republic",42,1973,1,0.41679747917846
"306","Dominican Republic",42,1974,1,0.41768145438701
"307","Dominican Republic",42,1975,1,0.41856638759058
"308","Dominican Republic",42,1976,1,0.41945222157906
"309","Dominican Republic",42,1977,1,0.42033915506922
"310","Dominican Republic",42,1978,1,0.42122704778394
"311","Dominican Republic",42,1979,1,0.42211590476392
"312","Dominican Republic",42,1980,1,0.42300567147031
"313","Dominican Republic",42,1981,1,0.42389665887338
"314","Dominican Republic",42,1982,1,0.42478840228306
"315","Dominican Republic",42,1983,1,0.42568120027085
"316","Dominican Republic",42,1984,1,0.42657481946462
"317","Dominican Republic",42,1985,1,0.42746933991976
"318","Dominican Republic",42,1986,1,0.42836483068648
"319","Dominican Republic",42,1987,1,0.42926130858107
"320","Dominican Republic",42,1988,1,0.43015855891574
"321","Dominican Republic",42,1989,1,0.43105678939175
"322","Dominican Republic",42,1990,1,0.43195576296088
"323","Dominican Republic",42,1991,1,0.43285564221715
"324","Dominican Republic",42,1992,1,0.43375645740216
"325","Dominican Republic",42,1993,1,0.43465797110301
"326","Dominican Republic",42,1994,1,0.43556049053011
"327","Dominican Republic",42,1995,1,0.43646375615086
"328","Dominican Republic",42,1996,1,0.43736794168626
"329","Dominican Republic",42,1997,1,0.4382728110595
"330","Dominican Republic",42,1998,1,0.43917845703167
"331","Dominican Republic",42,1999,1,0.44008507786199
"332","Dominican Republic",42,2000,1,0.44099226743774
"333","Dominican Republic",42,2001,1,0.4419003448535
"334","Dominican Republic",42,2002,1,0.44280903941592
"335","Dominican Republic",42,2003,1,0.44371843272349
"336","Dominican Republic",42,2004,1,0.44462866668365
"337","Dominican Republic",42,2005,1,0.44553972517176
"338","Dominican Republic",42,2006,1,0.44645129125739
"339","Dominican Republic",42,2007,1,0.44736368309086
"340","Dominican Republic",42,2008,1,0.44827682742895
"341","Dominican Republic",42,2009,1,0.44919042244482
"342","Dominican Republic",42,2010,1,0.45010477081944
"343","Dominican Republic",42,2011,1,0.45101971381462
"344","Dominican Republic",42,2012,1,0.45193533483182
"345","Dominican Republic",42,2013,1,0.45285152719968
"346","Jamaica",51,1945,0,1
"347","Jamaica",51,1946,0,1
"348","Jamaica",51,1947,0,1
"349","Jamaica",51,1948,0,1
"350","Jamaica",51,1949,0,1
"351","Jamaica",51,1950,0,1
"352","Jamaica",51,1951,0,1
"353","Jamaica",51,1952,0,1
"354","Jamaica",51,1953,0,1
"355","Jamaica",51,1954,0,1
"356","Jamaica",51,1955,0,1
"357","Jamaica",51,1956,0,1
"358","Jamaica",51,1957,0,1
"359","Jamaica",51,1958,0,1
"360","Jamaica",51,1959,0,1
"361","Jamaica",51,1960,0,1
"362","Jamaica",51,1961,0,1
"363","Jamaica",51,1962,1,0.369171042295323
"364","Jamaica",51,1963,1,0.365552298390298
"365","Jamaica",51,1964,1,0.361941380228853
"366","Jamaica",51,1965,1,0.358338876797524
"367","Jamaica",51,1966,1,0.354745614357373
"368","Jamaica",51,1967,1,0.351161921049079
"369","Jamaica",51,1968,1,0.347588924252965
"370","Jamaica",51,1969,1,0.344026994882692
"371","Jamaica",51,1970,1,0.340476937344406
"372","Jamaica",51,1971,1,0.336939065707709
"373","Jamaica",51,1972,1,0.333414340541171
"374","Jamaica",51,1973,1,0.32990303705818
"375","Jamaica",51,1974,1,0.326405977015975
"376","Jamaica",51,1975,1,0.322923464253116
"377","Jamaica",51,1976,1,0.319456043345216
"378","Jamaica",51,1977,1,0.316004375716568
"379","Jamaica",51,1978,1,0.312568872664659
"380","Jamaica",51,1979,1,0.309150102459317
"381","Jamaica",51,1980,1,0.305748511967997
"382","Jamaica",51,1981,1,0.302364328148714
"383","Jamaica",51,1982,1,0.298998261642407
"384","Jamaica",51,1983,1,0.295650707086923
"385","Jamaica",51,1984,1,0.292321892401538
"386","Jamaica",51,1985,1,0.289012178623131
"387","Jamaica",51,1986,1,0.285722112971294
"388","Jamaica",51,1987,1,0.282452203195879
"389","Jamaica",51,1988,1,0.279202262329155
"390","Jamaica",51,1989,1,0.275973001637628
"391","Jamaica",51,1990,1,0.27276472323025
"392","Jamaica",51,1991,1,0.269577568220865
"393","Jamaica",51,1992,1,0.266411848297428
"394","Jamaica",51,1993,1,0.263268006743754
"395","Jamaica",51,1994,1,0.260145827407469
"396","Jamaica",51,1995,1,0.257045871284991
"397","Jamaica",51,1996,1,0.253968239233152
"398","Jamaica",51,1997,1,0.25091312575595
"399","Jamaica",51,1998,1,0.247880745859628
"400","Jamaica",51,1999,1,0.244870924477112
"401","Jamaica",51,2000,1,0.241883982144039
"402","Jamaica",51,2001,1,0.238919846042763
"403","Jamaica",51,2002,1,0.235978422026817
"404","Jamaica",51,2003,1,0.233059901074855
"405","Jamaica",51,2004,1,0.230163896040197
"406","Jamaica",51,2005,1,0.227290306788911
"407","Jamaica",51,2006,1,0.22443894626029
"408","Jamaica",51,2007,1,0.221609353945695
"409","Jamaica",51,2008,1,0.21880094794767
"410","Jamaica",51,2009,1,0.216013172682699
"411","Jamaica",51,2010,1,0.213245297731807
"412","Jamaica",51,2011,1,0.210496014155062
"413","Jamaica",51,2012,1,0.209936336216653
"414","Jamaica",51,2013,1,0.209980746653115
"415","Trinidad and Tobago",52,1945,0,0.614602759838538
"416","Trinidad and Tobago",52,1946,0,0.615322979115424
"417","Trinidad and Tobago",52,1947,0,0.616038069954632
"418","Trinidad and Tobago",52,1948,0,0.616748335453894
"419","Trinidad and Tobago",52,1949,0,0.617453570811635
"420","Trinidad and Tobago",52,1950,0,0.618153793646413
"421","Trinidad and Tobago",52,1951,0,0.618849234708042
"422","Trinidad and Tobago",52,1952,0,0.619539694991619
"423","Trinidad and Tobago",52,1953,0,0.620225164938483
"424","Trinidad and Tobago",52,1954,0,0.620905926340021
"425","Trinidad and Tobago",52,1955,0,0.621581836272446
"426","Trinidad and Tobago",52,1956,0,0.622252981633425
"427","Trinidad and Tobago",52,1957,0,0.622919476274071
"428","Trinidad and Tobago",52,1958,0,0.62358109111382
"429","Trinidad and Tobago",52,1959,0,0.624238116661256
"430","Trinidad and Tobago",52,1960,0,0.62489059840972
"431","Trinidad and Tobago",52,1961,0,0.625538461231241
"432","Trinidad and Tobago",52,1962,1,0.626181784403858
"433","Trinidad and Tobago",52,1963,1,0.626820643434349
"434","Trinidad and Tobago",52,1964,1,0.627454971057409
"435","Trinidad and Tobago",52,1965,1,0.628085188997006
"436","Trinidad and Tobago",52,1966,1,0.628710871114896
"437","Trinidad and Tobago",52,1967,1,0.629332408686661
"438","Trinidad and Tobago",52,1968,1,0.629949755878592
"439","Trinidad and Tobago",52,1969,1,0.630562911140437
"440","Trinidad and Tobago",52,1970,1,0.631172224051047
"441","Trinidad and Tobago",52,1971,1,0.631777331285764
"442","Trinidad and Tobago",52,1972,1,0.63237861371527
"443","Trinidad and Tobago",52,1973,1,0.632976031107093
"444","Trinidad and Tobago",52,1974,1,0.633569654568532
"445","Trinidad and Tobago",52,1975,1,0.634159717984556
"446","Trinidad and Tobago",52,1976,1,0.634746182046997
"447","Trinidad and Tobago",52,1977,1,0.635329023963999
"448","Trinidad and Tobago",52,1978,1,0.635908605555871
"449","Trinidad and Tobago",52,1979,1,0.636484732201523
"450","Trinidad and Tobago",52,1980,1,0.637057783029404
"451","Trinidad and Tobago",52,1981,1,0.637627596422019
"452","Trinidad and Tobago",52,1982,1,0.638194385193266
"453","Trinidad and Tobago",52,1983,1,0.63875816231029
"454","Trinidad and Tobago",52,1984,1,0.639319336425624
"455","Trinidad and Tobago",52,1985,1,0.639877658093999
"456","Trinidad and Tobago",52,1986,1,0.640433408451259
"457","Trinidad and Tobago",52,1987,1,0.640986665851931
"458","Trinidad and Tobago",52,1988,1,0.641537660453756
"459","Trinidad and Tobago",52,1989,1,0.642086277775423
"460","Trinidad and Tobago",52,1990,1,0.642632826571216
"461","Trinidad and Tobago",52,1991,1,0.643177422891182
"462","Trinidad and Tobago",52,1992,1,0.643720193917391
"463","Trinidad and Tobago",52,1993,1,0.64426112680248
"464","Trinidad and Tobago",52,1994,1,0.644800544501829
"465","Trinidad and Tobago",52,1995,1,0.645338434261836
"466","Trinidad and Tobago",52,1996,1,0.645875118568784
"467","Trinidad and Tobago",52,1997,1,0.646410513121317
"468","Trinidad and Tobago",52,1998,1,0.646945046064432
"469","Trinidad and Tobago",52,1999,1,0.647478517235069
"470","Trinidad and Tobago",52,2000,1,0.648011362188741
"471","Trinidad and Tobago",52,2001,1,0.648543727592112
"472","Trinidad and Tobago",52,2002,1,0.64907552858755
"473","Trinidad and Tobago",52,2003,1,0.649607277756214
"474","Trinidad and Tobago",52,2004,1,0.650138686826728
"475","Trinidad and Tobago",52,2005,1,0.650670343115693
"476","Trinidad and Tobago",52,2006,1,0.651202222371693
"477","Trinidad and Tobago",52,2007,1,0.651734537417714
"478","Trinidad and Tobago",52,2008,1,0.652267451669025
"479","Trinidad and Tobago",52,2009,1,0.652801046088778
"480","Trinidad and Tobago",52,2010,1,0.653335731823702
"481","Trinidad and Tobago",52,2011,1,0.65387137393643
"482","Trinidad and Tobago",52,2012,1,0.654408422196406
"483","Trinidad and Tobago",52,2013,1,0.654946954546672
"484","Mexico",70,1945,1,0.523374545127793
"485","Mexico",70,1946,1,0.524438967146049
"486","Mexico",70,1947,1,0.525500286162557
"487","Mexico",70,1948,1,0.526558247702685
"488","Mexico",70,1949,1,0.527612784342652
"489","Mexico",70,1950,1,0.528664130187941
"490","Mexico",70,1951,1,0.529712091062441
"491","Mexico",70,1952,1,0.530756662804869
"492","Mexico",70,1953,1,0.531797950335917
"493","Mexico",70,1954,1,0.53283594247939
"494","Mexico",70,1955,1,0.533870452223245
"495","Mexico",70,1956,1,0.534901456876946
"496","Mexico",70,1957,1,0.535929194540497
"497","Mexico",70,1958,1,0.536953347189493
"498","Mexico",70,1959,1,0.537974074529043
"499","Mexico",70,1960,1,0.53899136984689
"500","Mexico",70,1961,1,0.540005096244269
"501","Mexico",70,1962,1,0.541015414971831
"502","Mexico",70,1963,1,0.542022068182577
"503","Mexico",70,1964,1,0.543025216550994
"504","Mexico",70,1965,1,0.544024906846767
"505","Mexico",70,1966,1,0.545020816101317
"506","Mexico",70,1967,1,0.546013167576127
"507","Mexico",70,1968,1,0.547001873248139
"508","Mexico",70,1969,1,0.547986798013746
"509","Mexico",70,1970,1,0.548968098473182
"510","Mexico",70,1971,1,0.549945626764899
"511","Mexico",70,1972,1,0.550919543331477
"512","Mexico",70,1973,1,0.551889581588992
"513","Mexico",70,1974,1,0.552855768161111
"514","Mexico",70,1975,1,0.553818083784968
"515","Mexico",70,1976,1,0.55477656425246
"516","Mexico",70,1977,1,0.555731115591185
"517","Mexico",70,1978,1,0.556681765500657
"518","Mexico",70,1979,1,0.557628420325362
"519","Mexico",70,1980,1,0.558570941943506
"520","Mexico",70,1981,1,0.559509585511211
"521","Mexico",70,1982,1,0.560444017186204
"522","Mexico",70,1983,1,0.561374386181534
"523","Mexico",70,1984,1,0.56230059571636
"524","Mexico",70,1985,1,0.563222492130594
"525","Mexico",70,1986,1,0.564140316382534
"526","Mexico",70,1987,1,0.565053641196225
"527","Mexico",70,1988,1,0.565962824564859
"528","Mexico",70,1989,1,0.566867473036971
"529","Mexico",70,1990,1,0.567767834791542
"530","Mexico",70,1991,1,0.568663575190026
"531","Mexico",70,1992,1,0.569554766830133
"532","Mexico",70,1993,1,0.570441533264228
"533","Mexico",70,1994,1,0.571323478808616
"534","Mexico",70,1995,1,0.572200983187948
"535","Mexico",70,1996,1,0.573073541823885
"536","Mexico",70,1997,1,0.573941434498727
"537","Mexico",70,1998,1,0.574804474965626
"538","Mexico",70,1999,1,0.575662476078512
"539","Mexico",70,2000,1,0.576515594398924
"540","Mexico",70,2001,1,0.577363692092754
"541","Mexico",70,2002,1,0.578206718874763
"542","Mexico",70,2003,1,0.579044642992967
"543","Mexico",70,2004,1,0.5798772575021
"544","Mexico",70,2005,1,0.580704562947217
"545","Mexico",70,2006,1,0.581526538483794
"546","Mexico",70,2007,1,0.582343055147998
"547","Mexico",70,2008,1,0.58315419156558
"548","Mexico",70,2009,1,0.583959719461927
"549","Mexico",70,2010,1,0.584759519787699
"550","Mexico",70,2011,1,0.585553723054048
"551","Mexico",70,2012,1,0.586342105627691
"552","Mexico",70,2013,1,0.587124486573112
"553","Guatemala",90,1945,1,0.603894096604001
"554","Guatemala",90,1946,1,0.603784247169035
"555","Guatemala",90,1947,1,0.603633800973856
"556","Guatemala",90,1948,1,0.603443345338281
"557","Guatemala",90,1949,1,0.60321291993016
"558","Guatemala",90,1950,1,0.602942439334667
"559","Guatemala",90,1951,1,0.602632312009453
"560","Guatemala",90,1952,1,0.60228248823798
"561","Guatemala",90,1953,1,0.601893232155071
"562","Guatemala",90,1954,1,0.601464412012813
"563","Guatemala",90,1955,1,0.600996308093021
"564","Guatemala",90,1956,1,0.600488883064547
"565","Guatemala",90,1957,1,0.59994240460813
"566","Guatemala",90,1958,1,0.599356769598775
"567","Guatemala",90,1959,1,0.598732032449842
"568","Guatemala",90,1960,1,0.598068520494405
"569","Guatemala",90,1961,1,0.597365933468445
"570","Guatemala",90,1962,1,0.596624575544248
"571","Guatemala",90,1963,1,0.59584448692239
"572","Guatemala",90,1964,1,0.59502565457204
"573","Guatemala",90,1965,1,0.59416817529524
"574","Guatemala",90,1966,1,0.593272284599975
"575","Guatemala",90,1967,1,0.592337753188493
"576","Guatemala",90,1968,1,0.591364807754713
"577","Guatemala",90,1969,1,0.590353579145411
"578","Guatemala",90,1970,1,0.589304110856062
"579","Guatemala",90,1971,1,0.588216463264717
"580","Guatemala",90,1972,1,0.587090855659658
"581","Guatemala",90,1973,1,0.585927267698487
"582","Guatemala",90,1974,1,0.584725759019051
